"_raw",index,host,source,sourcetype,"_time"
"2012-05-31 16:37:20 UTC, fa=splunkvmwarefa,vc=VCENTER41, vmoid=vm-1447,hmoid=5088,meid=""vc-593E6A61-A674-478C-82C2-8EDB92A22906:vm-1447"", moname=qasvwin7x64-HK1, AvgCmds=0.00, AvgRd=0.00, AvgRd_KBps=0.00, AvgWr=0.00, AvgWr_KBps=0.00, SumBusResets=0.00, SumCmds=0.00, SumCmdsAbort=0.00, SumRd=0.00, SumWr=0.00, instance=naa.60a9800064724939504a6743696e7935, perfsubtype=disk, perftype=disk",vmware,"host2.foobar.com",VirtualMachinePerf,"vmware:perf",1338482240
"2012-05-31 16:37:20 UTC, fa=splunkvmwarefa,vc=VCENTER41, vmoid=vm-1447,hmoid=5088,meid=""vc-593E6A61-A674-478C-82C2-8EDB92A22906:vm-1447"", moname=qasvwin7x64-HK1, AvgRd=0.00, AvgRd_KBps=0.00, AvgTotRdLat_ms=0.00, AvgTotWrLat_ms=0.00, AvgWr=2.00, AvgWr_KBps=23.00, instance=4eb7f2fc-0a4c67a7-0c95-842b2b772db1, perfsubtype=dStore, perftype=disk",vmware,"host2.foobar.com",VirtualMachinePerf,"vmware:perf",1338482240
"2012-05-31 16:37:20 UTC, fa=splunkvmwarefa,vc=VCENTER41, vmoid=vm-1447,hmoid=5088,meid=""vc-593E6A61-A674-478C-82C2-8EDB92A22906:vm-1447"", moname=qasvwin7x64-HK1, ActAvg15m_pct=12.00, ActAvg1m_pct=10.00, ActAvg5m_pct=16.00, ActPk15m_pct=65.00, ActPk1m_pct=65.00, ActPk5m_pct=69.00, MaxLtd15_pct=0.00, MaxLtd1_pct=0.00, MaxLtd5_pct=0.00, RunAvg15m_pct=11.00, RunAvg1m_pct=9.00, RunAvg5m_pct=14.00, RunPk15m_pct=55.00, RunPk1m_pct=64.00, RunPk5m_pct=64.00, SmplCnt=160.00, SmplPrd_ms=6000.00, perftype=resCpu",vmware,"host2.foobar.com",VirtualMachinePerf,"vmware:perf",1338482240
"2012-05-31 16:37:20 UTC, fa=splunkvmwarefa,vc=VCENTER41, vmoid=vm-1447,hmoid=5088,meid=""vc-593E6A61-A674-478C-82C2-8EDB92A22906:vm-1447"", moname=qasvwin7x64-HK1, AvgActWr_KB=796916.00, AvgAct_KB=1006632.00, AvgCmpd_KB=0.00, AvgCmpnRate_KBps=0.00, AvgConsum_KB=3941144.00, AvgDecmpnRate_KBps=0.00, AvgGrtd_KB=4194304.00, AvgOvrhdMax_KB=142240.00, AvgOvrhd_KB=76516.00, AvgShrd_KB=451900.00, AvgSwpIRate_KBps=0.00, AvgSwpIn_KB=0.00, AvgSwpORate_KBps=0.00, AvgSwpOut_KB=0.00, AvgSwpTarg_KB=0.00, AvgSwpd_KB=0.00, AvgUsg_pct=23.99, AvgVmctlTarg_KB=0.00, AvgVmctl_KB=0.00, AvgZero_KB=72668.00, MaxAct_KB=1006632.00, MaxConsum_KB=3941144.00, MaxGrtd_KB=4194304.00, MaxOvrhd_KB=76516.00, MaxShrd_KB=451900.00, MaxSwpIn_KB=0.00, MaxSwpOut_KB=0.00, MaxSwpTarg_KB=0.00, MaxSwpd_KB=0.00, MaxUsg_pct=23.99, MaxVmctlTarg_KB=0.00, MaxVmctl_KB=0.00, MaxZero_KB=72668.00, MinAct_KB=1006632.00, MinConsum_KB=3941144.00, MinGrtd_KB=4194304.00, MinOvrhd_KB=76516.00, MinShrd_KB=451900.00, MinSwpIn_KB=0.00, MinSwpOut_KB=0.00, MinSwpTarg_KB=0.00, MinSwpd_KB=0.00, MinUsg_pct=23.99, MinVmctlTarg_KB=0.00, MinVmctl_KB=0.00, MinZero_KB=72668.00, ZipSaved_KB=0.00, Zipped_KB=0.00, perftype=mem",vmware,"host2.foobar.com",VirtualMachinePerf,"vmware:perf",1338482240
"2012-05-31 16:37:20 UTC, fa=splunkvmwarefa,vc=VCENTER41, vmoid=vm-1447,hmoid=5088,meid=""vc-593E6A61-A674-478C-82C2-8EDB92A22906:vm-1447"", moname=qasvwin7x64-HK1, AvgUsg_mhz=24.00, MaxUsg_mhz=24.00, MinUsg_mhz=24.00, SumRdy_ms=14.00, SumSwpWait_ms=0.00, SumSys_ms=0.00, SumUsd_ms=183.00, SumWait_ms=19606.00, instance=1, perftype=cpu",vmware,"host2.foobar.com",VirtualMachinePerf,"vmware:perf",1338482240
"2012-05-31 16:37:20 UTC, fa=splunkvmwarefa,vc=VCENTER41, vmoid=vm-1447,hmoid=5088,meid=""vc-593E6A61-A674-478C-82C2-8EDB92A22906:vm-1447"", moname=qasvwin7x64-HK1, AvgCmds=1.00, AvgRd=0.00, AvgRd_KBps=0.00, AvgWr=1.00, AvgWr_KBps=8.00, SumBusResets=0.00, SumCmds=20.00, SumCmdsAbort=0.00, SumRd=0.00, SumWr=20.00, instance=naa.60a9800064724939504a6743696d7739, perfsubtype=disk, perftype=disk",vmware,"host2.foobar.com",VirtualMachinePerf,"vmware:perf",1338482240
"2012-05-31 16:37:20 UTC, fa=splunkvmwarefa,vc=VCENTER41, vmoid=vm-1447,hmoid=5088,meid=""vc-593E6A61-A674-478C-82C2-8EDB92A22906:vm-1447"", moname=qasvwin7x64-HK1, AvgCmds=1.00, AvgRd=0.00, AvgRd_KBps=0.00, AvgWr=1.00, AvgWr_KBps=15.00, SumBusResets=0.00, SumCmds=32.00, SumCmdsAbort=0.00, SumRd=0.00, SumWr=32.00, instance=naa.60a9800064724939504a6743696f7037, perfsubtype=disk, perftype=disk",vmware,"host2.foobar.com",VirtualMachinePerf,"vmware:perf",1338482240
"2012-05-31 16:37:20 UTC, fa=splunkvmwarefa,vc=VCENTER41, vmoid=vm-1447,hmoid=5088,meid=""vc-593E6A61-A674-478C-82C2-8EDB92A22906:vm-1447"", moname=qasvwin7x64-HK1, AvgUsg_mhz=28.00, MaxUsg_mhz=28.00, MinUsg_mhz=28.00, SumRdy_ms=18.00, SumSwpWait_ms=0.00, SumSys_ms=3.00, SumUsd_ms=216.00, SumWait_ms=19555.00, instance=0, perftype=cpu",vmware,"host2.foobar.com",VirtualMachinePerf,"vmware:perf",1338482240
"2012-05-31 16:37:20 UTC, fa=splunkvmwarefa,vc=VCENTER41, vmoid=vm-1447,hmoid=5088,meid=""vc-593E6A61-A674-478C-82C2-8EDB92A22906:vm-1447"", moname=qasvwin7x64-HK1, AvgCmds=0.00, AvgRd=0.00, AvgRd_KBps=0.00, AvgWr=0.00, AvgWr_KBps=0.00, SumBusResets=0.00, SumCmds=0.00, SumCmdsAbort=0.00, SumRd=0.00, SumWr=0.00, instance=naa.60a9800064724939504a6743696e5369, perfsubtype=disk, perftype=disk",vmware,"host2.foobar.com",VirtualMachinePerf,"vmware:perf",1338482240
"2012-05-31 16:37:20 UTC, fa=splunkvmwarefa,vc=VCENTER41, vmoid=vm-1447,hmoid=5088,meid=""vc-593E6A61-A674-478C-82C2-8EDB92A22906:vm-1447"", moname=qasvwin7x64-HK1, AvgUsg_mhz=57.00, AvgUsg_pct=1.08, MaxUsg_mhz=57.00, MaxUsg_pct=1.08, MinUsg_mhz=57.00, MinUsg_pct=1.08, SumRdy_ms=32.00, SumSwpWait_ms=0.00, perftype=cpu",vmware,"host2.foobar.com",VirtualMachinePerf,"vmware:perf",1338482240
